e,E,s,k
kline,1714310953005,BTCUSDT,"{'t': 1714310952000, 'T': 1714310952999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029216, 'L': 3577029217, 'o': '63693.58000000', 'c': '63693.58000000', 'h': '63693.58000000', 'l': '63693.58000000', 'v': '0.00240000', 'n': 2, 'x': True, 'q': '152.86459200', 'V': '0.00240000', 'Q': '152.86459200', 'B': '0'}"
kline,1714310954005,BTCUSDT,"{'t': 1714310953000, 'T': 1714310953999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029218, 'L': 3577029221, 'o': '63693.58000000', 'c': '63693.57000000', 'h': '63693.58000000', 'l': '63693.57000000', 'v': '0.06032000', 'n': 4, 'x': True, 'q': '3841.99619240', 'V': '0.00500000', 'Q': '318.46790000', 'B': '0'}"
kline,1714310955005,BTCUSDT,"{'t': 1714310954000, 'T': 1714310954999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029222, 'L': 3577029226, 'o': '63693.57000000', 'c': '63693.58000000', 'h': '63693.58000000', 'l': '63693.57000000', 'v': '0.01241000', 'n': 5, 'x': True, 'q': '790.43732370', 'V': '0.01200000', 'Q': '764.32296000', 'B': '0'}"
kline,1714310956005,BTCUSDT,"{'t': 1714310955000, 'T': 1714310955999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029227, 'L': 3577029229, 'o': '63693.57000000', 'c': '63693.58000000', 'h': '63693.58000000', 'l': '63693.57000000', 'v': '0.00679000', 'n': 3, 'x': True, 'q': '432.47934220', 'V': '0.00019000', 'Q': '12.10178020', 'B': '0'}"
kline,1714310957005,BTCUSDT,"{'t': 1714310956000, 'T': 1714310956999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029230, 'L': 3577029232, 'o': '63693.57000000', 'c': '63693.57000000', 'h': '63693.57000000', 'l': '63693.57000000', 'v': '0.00127000', 'n': 3, 'x': True, 'q': '80.89083390', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310958004,BTCUSDT,"{'t': 1714310957000, 'T': 1714310957999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029233, 'L': 3577029234, 'o': '63693.58000000', 'c': '63693.58000000', 'h': '63693.58000000', 'l': '63693.58000000', 'v': '0.01020000', 'n': 2, 'x': True, 'q': '649.67451600', 'V': '0.01020000', 'Q': '649.67451600', 'B': '0'}"
kline,1714310959005,BTCUSDT,"{'t': 1714310958000, 'T': 1714310958999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029235, 'L': 3577029239, 'o': '63693.58000000', 'c': '63693.58000000', 'h': '63693.58000000', 'l': '63693.57000000', 'v': '0.13685000', 'n': 5, 'x': True, 'q': '8716.46506710', 'V': '0.00126000', 'Q': '80.25391080', 'B': '0'}"
kline,1714310960006,BTCUSDT,"{'t': 1714310959000, 'T': 1714310959999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029240, 'L': 3577029244, 'o': '63693.58000000', 'c': '63693.58000000', 'h': '63693.58000000', 'l': '63693.57000000', 'v': '0.00442000', 'n': 5, 'x': True, 'q': '281.52562130', 'V': '0.00419000', 'Q': '266.87610020', 'B': '0'}"
kline,1714310961005,BTCUSDT,"{'t': 1714310960000, 'T': 1714310960999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029245, 'L': 3577029249, 'o': '63693.57000000', 'c': '63693.57000000', 'h': '63693.58000000', 'l': '63693.57000000', 'v': '0.00728000', 'n': 5, 'x': True, 'q': '463.68923570', 'V': '0.00461000', 'Q': '293.62740380', 'B': '0'}"
kline,1714310962005,BTCUSDT,"{'t': 1714310961000, 'T': 1714310961999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029250, 'L': 3577029251, 'o': '63693.57000000', 'c': '63693.58000000', 'h': '63693.58000000', 'l': '63693.57000000', 'v': '0.00354000', 'n': 2, 'x': True, 'q': '225.47524190', 'V': '0.00041000', 'Q': '26.11436780', 'B': '0'}"
kline,1714310963005,BTCUSDT,"{'t': 1714310962000, 'T': 1714310962999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029252, 'L': 3577029257, 'o': '63693.57000000', 'c': '63693.58000000', 'h': '63693.58000000', 'l': '63693.57000000', 'v': '0.27145000', 'n': 6, 'x': True, 'q': '17289.61958520', 'V': '0.00087000', 'Q': '55.41341460', 'B': '0'}"
kline,1714310964005,BTCUSDT,"{'t': 1714310963000, 'T': 1714310963999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029258, 'L': 3577029261, 'o': '63693.57000000', 'c': '63693.58000000', 'h': '63693.58000000', 'l': '63693.57000000', 'v': '0.56765000', 'n': 4, 'x': True, 'q': '36155.65501170', 'V': '0.00012000', 'Q': '7.64322960', 'B': '0'}"
kline,1714310965005,BTCUSDT,"{'t': 1714310964000, 'T': 1714310964999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029262, 'L': 3577029266, 'o': '63693.57000000', 'c': '63693.57000000', 'h': '63693.57000000', 'l': '63693.57000000', 'v': '0.00755000', 'n': 5, 'x': True, 'q': '480.88645350', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310966005,BTCUSDT,"{'t': 1714310965000, 'T': 1714310965999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029267, 'L': 3577029270, 'o': '63693.58000000', 'c': '63693.58000000', 'h': '63693.58000000', 'l': '63693.57000000', 'v': '0.01595000', 'n': 4, 'x': True, 'q': '1015.91259610', 'V': '0.01546000', 'Q': '984.70274680', 'B': '0'}"
kline,1714310967005,BTCUSDT,"{'t': 1714310966000, 'T': 1714310966999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029271, 'L': 3577029292, 'o': '63693.57000000', 'c': '63693.58000000', 'h': '63693.58000000', 'l': '63693.57000000', 'v': '0.03697000', 'n': 22, 'x': True, 'q': '2354.75128770', 'V': '0.00048000', 'Q': '30.57291840', 'B': '0'}"
kline,1714310968005,BTCUSDT,"{'t': 1714310967000, 'T': 1714310967999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029293, 'L': 3577029297, 'o': '63693.58000000', 'c': '63693.57000000', 'h': '63693.58000000', 'l': '63693.57000000', 'v': '0.17749000', 'n': 5, 'x': True, 'q': '11304.97174680', 'V': '0.00075000', 'Q': '47.77018500', 'B': '0'}"
kline,1714310969005,BTCUSDT,"{'t': 1714310968000, 'T': 1714310968999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029298, 'L': 3577029301, 'o': '63693.58000000', 'c': '63693.58000000', 'h': '63693.58000000', 'l': '63693.57000000', 'v': '0.02064000', 'n': 4, 'x': True, 'q': '1314.63535830', 'V': '0.00735000', 'Q': '468.14781300', 'B': '0'}"
kline,1714310970005,BTCUSDT,"{'t': 1714310969000, 'T': 1714310969999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029302, 'L': 3577029304, 'o': '63693.58000000', 'c': '63693.58000000', 'h': '63693.58000000', 'l': '63693.58000000', 'v': '0.05512000', 'n': 3, 'x': True, 'q': '3510.79012960', 'V': '0.05512000', 'Q': '3510.79012960', 'B': '0'}"
kline,1714310971005,BTCUSDT,"{'t': 1714310970000, 'T': 1714310970999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029305, 'L': 3577029305, 'o': '63693.57000000', 'c': '63693.57000000', 'h': '63693.57000000', 'l': '63693.57000000', 'v': '0.00040000', 'n': 1, 'x': True, 'q': '25.47742800', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310972005,BTCUSDT,"{'t': 1714310971000, 'T': 1714310971999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029306, 'L': 3577029309, 'o': '63693.58000000', 'c': '63693.57000000', 'h': '63693.58000000', 'l': '63693.57000000', 'v': '0.09380000', 'n': 4, 'x': True, 'q': '5974.45779290', 'V': '0.09269000', 'Q': '5903.75793020', 'B': '0'}"
kline,1714310973006,BTCUSDT,"{'t': 1714310972000, 'T': 1714310972999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029310, 'L': 3577029313, 'o': '63693.57000000', 'c': '63693.58000000', 'h': '63693.58000000', 'l': '63693.57000000', 'v': '0.02095000', 'n': 4, 'x': True, 'q': '1334.38049550', 'V': '0.02040000', 'Q': '1299.34903200', 'B': '0'}"
kline,1714310974005,BTCUSDT,"{'t': 1714310973000, 'T': 1714310973999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029314, 'L': 3577029318, 'o': '63693.58000000', 'c': '63693.57000000', 'h': '63693.58000000', 'l': '63693.57000000', 'v': '0.01790000', 'n': 5, 'x': True, 'q': '1140.11505700', 'V': '0.01540000', 'Q': '980.88113200', 'B': '0'}"
kline,1714310975005,BTCUSDT,"{'t': 1714310974000, 'T': 1714310974999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577029319, 'L': 3577029321, 'o': '63693.58000000', 'c': '63693.57000000', 'h': '63693.58000000', 'l': '63693.57000000', 'v': '0.05385000', 'n': 3, 'x': True, 'q': '3429.89875780', 'V': '0.00133000', 'Q': '84.71246140', 'B': '0'}"
